name,n,objective_model,objective_baseline,penalty,mip_status,runtime_sec,time_to_best_sec,mip_gap,x_bits,z_bits,sum_z,presolve,seed,layers,data_root
baseline,20,88.48452697954204,88.48452697954197,,2,1.3286800384521484,0.0213620662689209,0.0,00100101001101010111,--+--+-+--++-+-+-+++,0,True,9,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.000,20,0.12330639047702618,88.48452697954197,0.0,2,0.697052001953125,0.020899057388305664,0.0,11011010110010101000,++-++-+-++--+-+-+---,0,True,9,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.200,20,-8.228727514167003,88.48452697954197,0.2,2,0.4106020927429199,0.09146714210510254,0.0,11011010110010101000,++-++-+-++--+-+-+---,0,True,9,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.300,20,-10.651627222450994,88.48452697954197,0.3,2,0.27943897247314453,0.0866239070892334,0.0,11011010110010101000,++-++-+-++--+-+-+---,0,True,9,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.400,20,-6.594112874094,88.48452697954197,0.4,2,0.379162073135376,0.18855595588684082,0.0,00100101001101010111,--+--+-+--++-+-+-+++,0,True,9,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.500,20,-3.7750405824140003,88.48452697954197,0.5,2,0.2853729724884033,0.02942514419555664,0.0,00100101001101010111,--+--+-+--++-+-+-+++,0,True,9,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.600,20,-2.650250374885996,88.48452697954197,0.6,2,0.662039041519165,0.4469780921936035,0.0,00100101001101010111,--+--+-+--++-+-+-+++,0,True,9,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.700,20,-2.092290199722001,88.48452697954197,0.7,2,0.7759239673614502,0.028355121612548828,0.0,00100101001101010111,--+--+-+--++-+-+-+++,0,True,9,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.800,20,-1.7621014789729852,88.48452697954197,0.8,2,0.8553140163421631,0.026760101318359375,0.0,00100101001101010111,--+--+-+--++-+-+-+++,0,True,9,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=1.000,20,-1.388766848965009,88.48452697954197,1.0,2,1.1655969619750977,0.0231778621673584,0.0,00100101001101010111,--+--+-+--++-+-+-+++,0,True,9,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
baseline,20,83.23887641655998,83.23887641655996,,2,1.128396987915039,0.021203994750976562,0.0,01101010011100100101,-++-+-+--+++--+--+-+,0,True,10,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.000,20,-0.6229502455790055,84.11801037981193,0.0,2,0.7152118682861328,0.5345818996429443,0.0,01100011100011010110,-++---+++---++-+-++-,0,True,10,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.200,20,-9.102668544008996,83.23887641655996,0.2,2,0.31799793243408203,0.025137901306152344,0.0,10010101100011011010,+--+-+-++---++-++-+-,0,True,10,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.300,20,-10.847523363989,83.23887641655996,0.3,2,0.25345301628112793,0.022485971450805664,0.0,01101010011100100101,-++-+-+--+++--+--+-+,0,True,10,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.400,20,-6.390097854871993,83.23887641655996,0.4,2,0.21924495697021484,0.020241975784301758,4.69486556709148e-05,10010101100011011010,+--+-+-++---++-++-+-,0,True,10,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.500,20,-3.733182051190999,83.23887641655996,0.5,2,0.2482287883758545,0.24683189392089844,0.0,10010101100011011010,+--+-+-++---++-++-+-,0,True,10,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.600,20,-2.6521068540140025,83.23887641655996,0.6,2,0.6709170341491699,0.6553289890289307,0.0,01101010011100100101,-++-+-+--+++--+--+-+,0,True,10,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.700,20,-2.1055246976380086,83.23887641655996,0.7,2,0.8527369499206543,0.8471419811248779,0.0,10010101100011011010,+--+-+-++---++-++-+-,0,True,10,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.800,20,-1.7784573382740003,83.23887641655996,0.8,2,0.9112019538879395,0.8642630577087402,0.0,10010101100011011010,+--+-+-++---++-++-+-,0,True,10,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
