name,n,objective_model,objective_baseline,penalty,mip_status,runtime_sec,time_to_best_sec,mip_gap,x_bits,z_bits,sum_z,presolve,all_feasible,orig_traj,gurobi_log,seed,layers,data_root
precond_pen=0.500,24,-3.8482000751389975,121.03008842867203,0.5,2,0.7533681392669678,0.016340970993041992,0.0,111011010101010000001101,+++-++-+-+-+-+------++-+,0,False,"[[9.894371032714844e-05, 151.8599320159979], [0.012228965759277344, 132.49500674407403], [0.014842987060546875, 131.11569395068818], [0.016340970993041992, 121.03008842867203]]","[[9.894371032714844e-05, 151.8599320159979], [0.012228965759277344, 132.49500674407403], [0.014842987060546875, 131.11569395068818], [0.016340970993041992, 121.03008842867203]]","
Gurobi 11.0.2 (linux64) logging started Wed Mar  4 12:19:42 2026

",1,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.600,24,-2.749442262139967,121.03008842867203,0.6,2,1.030385971069336,0.8371279239654541,0.0,000100101010101111110010,---+--+-+-+-+-++++++--+-,0,False,"[[5.3882598876953125e-05, 151.8599320159979], [0.007031917572021484, 147.44987893498222], [0.008046865463256836, 121.77774239825412], [0.8371279239654541, 121.0201417732341], [0.8898670673370361, 121.03008842867203]]","[[5.3882598876953125e-05, 151.8599320159979], [0.007031917572021484, 147.44987893498222], [0.008046865463256836, 121.77774239825412], [0.8371279239654541, 121.0201417732341]]","
Gurobi 11.0.2 (linux64) logging started Wed Mar  4 12:19:43 2026

",1,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.800,24,-1.8488075208189994,121.03008842867203,0.8,2,1.7580530643463135,0.012719154357910156,0.0,111011010101010000001101,+++-++-+-+-+-+------++-+,0,False,"[[6.794929504394531e-05, 151.8599320159979], [0.011604070663452148, 140.26351599144004], [0.012719154357910156, 121.03008842867203]]","[[6.794929504394531e-05, 151.8599320159979], [0.011604070663452148, 140.26351599144004], [0.012719154357910156, 121.03008842867203]]","
Gurobi 11.0.2 (linux64) logging started Wed Mar  4 12:19:44 2026

",1,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
baseline,24,119.81107703246303,119.81107703246302,,2,14.52028489112854,0.009874820709228516,0.0,111110010011001000000111,+++++--+--++--+------+++,0,False,"[[6.794929504394531e-05, 146.89416461520912], [0.00792384147644043, 145.95484002714286], [0.008397817611694336, 145.34607912181102], [0.008777856826782227, 141.85119029034107], [0.009874820709228516, 119.81107703246302]]","[[6.794929504394531e-05, 146.89416461520912], [0.00792384147644043, 145.95484002714286], [0.008397817611694336, 145.34607912181102], [0.008777856826782227, 141.85119029034107], [0.009874820709228516, 119.81107703246302]]","
Gurobi 11.0.2 (linux64) logging started Wed Mar  4 12:19:46 2026

",2,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.000,24,-0.680852835622062,120.04510978351907,0.0,2,2.0716729164123535,0.009237051010131836,0.0,111010010011001100000111,+++-+--+--++--++-----+++,0,False,"[[8.106231689453125e-05, 146.89416461520912], [0.007818937301635742, 147.64283400143913], [0.008378028869628906, 145.34607912181102], [0.009237051010131836, 120.04510978351907]]","[[8.106231689453125e-05, 146.89416461520912], [0.008378028869628906, 145.34607912181102], [0.009237051010131836, 120.04510978351907]]","
Gurobi 11.0.2 (linux64) logging started Wed Mar  4 12:20:01 2026

",2,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.200,24,-10.436256677305998,120.04510978351907,0.2,2,0.698577880859375,0.01390385627746582,0.0,000101101100110011111000,---+-++-++--++--+++++---,0,False,"[[0.00013184547424316406, 146.89416461520912], [0.011010885238647461, 140.69850468104895], [0.01390385627746582, 120.04510978351907]]","[[0.00013184547424316406, 146.89416461520912], [0.011010885238647461, 140.69850468104895], [0.01390385627746582, 120.04510978351907]]","
Gurobi 11.0.2 (linux64) logging started Wed Mar  4 12:20:03 2026

",2,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.300,24,-11.412417660856004,120.04510978351907,0.3,2,0.7244458198547363,0.018385887145996094,0.0,000101101100110011111000,---+-++-++--++--+++++---,0,False,"[[0.0001277923583984375, 146.89416461520912], [0.015350818634033203, 127.87921479051329], [0.018385887145996094, 120.04510978351907]]","[[0.0001277923583984375, 146.89416461520912], [0.015350818634033203, 127.87921479051329], [0.018385887145996094, 120.04510978351907]]","
Gurobi 11.0.2 (linux64) logging started Wed Mar  4 12:20:03 2026

",2,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.400,24,-6.587195543219982,119.81107703246302,0.4,2,0.6500990390777588,0.6487560272216797,0.0,000001101100110111111000,-----++-++--++-++++++---,0,False,"[[7.104873657226562e-05, 146.89416461520912], [0.007977962493896484, 132.3112656870408], [0.010747909545898438, 129.90879835392903], [0.011568069458007812, 121.36688992640491], [0.6487560272216797, 119.81107703246302]]","[[7.104873657226562e-05, 146.89416461520912], [0.007977962493896484, 132.3112656870408], [0.010747909545898438, 129.90879835392903], [0.011568069458007812, 121.36688992640491], [0.6487560272216797, 119.81107703246302]]","
Gurobi 11.0.2 (linux64) logging started Wed Mar  4 12:20:04 2026

",2,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.500,24,-3.883568125708784,119.81107703246302,0.5,2,0.9426648616790771,0.9178838729858398,0.0,000001101100110111111000,-----++-++--++-++++++---,0,False,"[[5.698204040527344e-05, 146.89416461520912], [0.007960796356201172, 142.26620277143908], [0.008897781372070312, 142.0915268648412], [0.009676933288574219, 136.27339791086072], [0.010269880294799805, 122.527217777947], [0.9178838729858398, 119.81107703246302]]","[[5.698204040527344e-05, 146.89416461520912], [0.007960796356201172, 142.26620277143908], [0.008897781372070312, 142.0915268648412], [0.009676933288574219, 136.27339791086072], [0.010269880294799805, 122.527217777947], [0.9178838729858398, 119.81107703246302]]","
Gurobi 11.0.2 (linux64) logging started Wed Mar  4 12:20:05 2026

",2,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.600,24,-2.769657668372009,119.81107703246302,0.6,2,1.1357288360595703,0.007756948471069336,0.0,111110010011001000000111,+++++--+--++--+------+++,0,False,"[[0.00010085105895996094, 146.89416461520912], [0.007301807403564453, 140.41013905930666], [0.007756948471069336, 119.81107703246302]]","[[0.00010085105895996094, 146.89416461520912], [0.007301807403564453, 140.41013905930666], [0.007756948471069336, 119.81107703246302]]","
Gurobi 11.0.2 (linux64) logging started Wed Mar  4 12:20:06 2026

",2,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
